Profile: <cProfile.Profile object at 0x000001D0792CD780>
         53760 function calls (53536 primitive calls) in 4.484 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        5    0.000    0.000    0.001    0.000 windows_events.py:458(recv)
        3    0.000    0.000    0.000    0.000 response.py:564(__init__)
       93    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
       22    0.000    0.000    0.000    0.000 timeouts.py:33(__init__)
       64    0.000    0.000    0.000    0.000 feedparser.py:127(__next__)
       11    0.000    0.000    0.001    0.000 connector.py:662(_release)
      156    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        2    0.000    0.000    0.001    0.000 _compiler.py:571(_code)
       22    0.000    0.000    0.000    0.000 streams.py:635(read)
       13    0.000    0.000    0.002    0.000 __init__.py:299(loads)
       11    0.000    0.000    0.000    0.000 client_proto.py:26(__init__)
       11    0.000    0.000    0.002    0.000 base_protocol.py:61(connection_made)
       37    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       11    0.000    0.000    0.001    0.000 base_events.py:191(_set_nodelay)
       13    0.000    0.000    0.000    0.000 streams.py:473(_read_nowait_chunk)
       11    0.000    0.000    0.001    0.000 http_writer.py:78(write)
        3    0.000    0.000    0.000    0.000 client.py:1086(putrequest)
       84    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
